date,close,open,high,low,volume
2005-01-03,11.024835707650562,10.829101848737162,11.039632663957816,11.024521346175923,7840
2005-01-04,11.017922492592003,10.951108187759226,11.09978653550934,10.934581395873792,4559
2005-01-05,11.050306919497038,11.069644864689453,11.29505588882829,10.972354492273752,6461
2005-01-06,11.126458412317438,10.991640707774689,11.621959636043242,11.10470143114528,8599
2005-01-07,11.114750743581272,11.116318967228434,11.322458914988424,10.901063246412106,4883
2005-01-10,11.103043895733812,11.293070738164909,11.325603534856393,11.033422426693553,4251
2005-01-11,11.182004536509183,11.284310192034408,11.262571222204144,11.138890644237229,6053
2005-01-12,11.220376272966828,11.38473042387888,11.254242044389837,10.950161381276528,4014
2005-01-13,11.19690255367008,11.236015341363352,11.328013425327772,11.029212903490565,2128
2005-01-14,11.224030555849378,11.340781538148022,11.585164331472631,11.141929197552102,7865
2005-01-17,11.200859671208756,11.128463198161977,11.465860602197884,11.198957303220556,7472
2005-01-18,11.177573183530242,11.113139156828044,11.37204018429348,11.115820825291566,8416
2005-01-19,11.189671297108545,10.915757276494798,11.578185411396026,11.007385809600951,2696
2005-01-20,11.094007284875653,11.212621832279883,11.565930136695673,10.77863731975781,9324
2005-01-21,11.007761393250002,11.16179379123199,11.461559715581892,10.840165550314138,8407
2005-01-24,10.979647016787954,10.924329292253226,11.017337736073811,10.929328455335607,8245
2005-01-25,10.929005460771233,10.903610290131509,11.183103109887597,10.831431643156474,5665
2005-01-26,10.944717827400996,10.8693316160319,11.137363134179784,10.937461968873329,5220
2005-01-27,10.899316623624935,10.937581978772684,10.920913360827457,10.807794675236861,8574
2005-01-28,10.828701438558172,10.941194693088496,10.851297663179494,10.554650120716595,7170
2005-01-31,10.901983877004248,10.727706679616144,11.080875645625275,10.90066062817355,1311
2005-02-01,10.890695061979923,10.931638915044148,10.957570011354582,10.652549332183954,6434
2005-02-02,10.894071472214318,10.866404295042404,11.131234454417307,10.541771093515917,1401
2005-02-03,10.822834062903645,10.834173502100315,10.88778244992004,10.79683126825262,6554
2005-02-04,10.795614926677386,10.841514326844814,10.927845512409656,10.787278685234003,2596
2005-02-07,10.80116105616288,10.782340812285597,10.903211500643883,10.358894450442573,1121
2005-02-08,10.743611377291764,10.733252691951186,10.796014692163459,10.516626520971924,1750
2005-02-09,10.762396278209048,10.741008761453584,10.94908086910422,10.638939364358004,1105
2005-02-10,10.732364343713108,10.829395963891937,10.80470774127656,10.608567653535884,7934
2005-02-11,10.717779656223444,10.759655652236193,10.753513611267259,10.52646976386599,4238
2005-02-14,10.687694325611973,10.70975267938571,11.362810145647494,10.485486899602828,2244
2005-02-15,10.78030823483742,10.653213062728192,10.870238273605983,10.56276288456965,9267
2005-02-16,10.779633373600523,10.741775399279208,10.932413955315653,10.712773380850322,7865
2005-02-17,10.72674782715273,10.816614743186648,10.804826720576159,10.623203674347316,4282
2005-02-18,10.767875072757889,10.771644730070282,10.861120551101312,10.716528312061879,3275
2005-02-21,10.706832890259337,10.77278603721825,10.9151234806143,10.580867929410054,4808
2005-02-22,10.717276070009575,10.893927250042339,10.917949248555404,10.42487750383591,9644
2005-02-23,10.619292563815586,10.723153170736468,10.7289852185237,10.569945107704891,1765
2005-02-24,10.552883261370665,10.56219909514064,10.717966180935282,10.470696246055892,5582
2005-02-25,10.56272632316412,10.511627406144548,10.907969115555698,10.546698909588159,3715
2005-02-28,10.599649652163892,10.344294692558302,10.631739660817018,10.561045225620303,2497
2005-03-01,10.60821806622339,10.591379573976106,10.664240267773392,10.402053040879501,3838
2005-03-02,10.602435652103978,10.569834402522293,10.658549993423689,10.489461353262595,7036
2005-03-03,10.587380467324515,10.626417086764052,10.710585976068106,10.463774052543304,6066
2005-03-04,10.513454367806142,10.498063845108673,10.582675222162145,10.344398306884772,1489
2005-03-07,10.477462157386407,10.445423651442727,10.647391113927737,10.300269643786429,7374
2005-03-08,10.454430218838418,10.276490325787696,10.837000489507984,10.103276647286807,2935
2005-03-09,10.507286330149363,10.413289547234356,10.862745283755453,10.113867417568132,3749
2005-03-10,10.524467244627786,10.572132348707841,10.621235469633078,10.230391217692642,8812
2005-03-11,10.43631523685965,10.60790599997292,10.444781615991694,10.164007596290029,8464
2005-03-14,10.452519435329389,10.442766896954828,10.633886264603975,10.449278115432579,8777
2005-03-15,10.433265321308573,10.466046428665985,10.72363227034226,10.333015503947133,9417
2005-03-16,10.399419221293275,10.494667036988556,10.532359402323477,10.292121675869009,7286
2005-03-17,10.43000303573532,10.348913642115296,10.454218122213431,10.418766252056855,5149
2005-03-18,10.481553011860116,10.51823441618866,10.754665085946552,10.466596752529854,6848
2005-03-21,10.528117017815926,10.45406800718271,10.537416334041238,10.319211731852299,8656
2005-03-22,10.486156141654796,10.572638585503897,10.576167075891824,10.456956958792267,3345
2005-03-23,10.470695522862234,10.485835827657407,10.58861132204946,10.190876027009551,6549
2005-03-24,10.487258694432413,10.517103875830557,10.584627108225911,10.36309270537444,7680
2005-03-25,10.53603595078853,10.457776091046671,10.871483869383422,10.412476696092325,9770
2005-03-28,10.512077238896266,10.582780474857344,10.711182577231089,10.412650434122279,2698
2005-03-29,10.502794290063076,10.711265582186178,10.519085487618652,10.35730132877222,7984
2005-03-30,10.447477541362773,10.346686371819953,10.582575710815867,10.20396793697263,7037
2005-03-31,10.38766721015874,10.353691309393989,10.503170601080184,10.30665701956963,6256
2005-04-01,10.42829350127845,10.45145424869526,10.529611035617904,10.268598941918523,7551
2005-04-04,10.49610550270699,10.574746123906573,10.718496174879073,10.432149894481627,1278
2005-04-05,10.492504996627975,10.436550368099029,10.713400537395469,10.473071575353474,2468
2005-04-06,10.542681641522575,10.259378612508302,10.568113360897552,10.483767939007542,3318
2005-04-07,10.560763442774958,10.69668239219136,10.689139255070511,10.18280066199619,5536
2005-04-08,10.528507455044702,10.604558067003117,10.60512643927666,10.34589329385893,6347
2005-04-11,10.546577235320122,10.372282482271455,10.731191714583238,10.541175124459741,6939
2005-04-12,10.62347906364342,10.562722184465466,10.677377814784219,10.341794386802219,2783
2005-04-13,10.621687761687923,10.778506004640656,10.636943392035839,10.521695262246196,7630
2005-04-14,10.699919944478623,10.84469958632441,11.032236142314222,10.557710723969562,4226
2005-04-15,10.568932689274135,10.66279669154203,10.740999201157479,10.334724481341771,3819
2005-04-18,10.610027814492897,10.59241657109691,11.163492899013377,10.181833755226826,4970
2005-04-19,10.614380167904805,10.622678909786057,11.15734355580207,10.611496855377695,1424
2005-04-20,10.599429800381511,10.586337219868899,10.899805627140775,10.589660121739614,3105
2005-04-21,10.604017839208288,10.71684181753517,10.65621958404275,10.470688800616692,3470
2005-04-22,10.504639393478243,10.417055152828732,10.506524665590998,10.405291842123098,6894
2005-04-25,10.493655799086367,10.413075833597947,10.554250173803824,10.262055437781921,4794
2005-04-26,10.511511427661954,10.612538886345556,10.629343505259742,10.078532909841663,3891
2005-04-27,10.58540612989903,10.580969984347872,10.623929959416417,10.321935868968627,4147
2005-04-28,10.559492618985347,10.697339354530728,10.58829261452568,10.362633329945938,5051
2005-04-29,10.519067938840688,10.451916718142634,10.537922482286882,10.240982137682726,4651
2005-05-02,10.49398008666146,10.488502250627578,10.530272299357588,10.45289743256991,8901
2005-05-03,10.539750192546565,10.44750889406217,10.802455752217364,10.297932912943764,2174
2005-05-04,10.556187748029549,10.556924016171905,10.564101692856278,10.437566668158,3949
2005-05-05,10.529699737841197,10.381845044141317,10.562389287164692,10.329277916914442,9628
2005-05-06,10.555363109496865,10.506599767401369,10.581133033768047,10.425344358435133,7116
2005-05-09,10.560216986964267,10.416591600471456,10.603383138051498,10.46982975936307,1234
2005-05-10,10.608649236490912,10.678041559810037,10.836220791684786,10.48796166959319,8912
2005-05-11,10.573546581797045,10.645205515773009,10.644277092773354,10.267790814654983,5770
2005-05-12,10.557163474467156,10.384137201418723,10.602628655831793,10.172960846702505,6128
2005-05-13,10.537558066810547,10.670946641360604,10.797017573595657,10.40637423887878,5856
2005-05-16,10.464382319403942,10.714123832045928,10.480257547408005,10.205921644418252,9159
2005-05-17,10.47918833325717,10.483788971930805,10.52208098675068,10.286938035766957,3474
2005-05-18,10.492241096866165,10.4281296708437,10.511518024129144,10.090294423492422,1226
2005-05-19,10.492496769698288,10.774929828798593,10.739970728411008,10.382685883466515,7160
2005-05-20,10.48076741302953,10.348870563199279,10.53231232534679,10.178621082721689,5801
2005-05-23,10.409998875927009,10.41200952261392,10.66666979138465,10.357034027434054,6357
2005-05-24,10.388966609788742,10.406928837051934,10.409684188718154,10.149294300388922,8548
2005-05-25,10.371830883962403,10.506345646007645,10.543722828652006,10.16840134908654,4995
2005-05-26,10.331717020501323,10.367690918014002,10.467591654616147,10.085456167787585,2410
2005-05-27,10.323652734918022,10.273789345339177,10.384586301669154,10.302843438710205,5764
2005-05-30,10.343855277758749,10.248736840719953,10.467955457578581,9.93690544612823,2337
2005-05-31,10.438164572819275,10.403982390794662,10.984045449804022,10.273851747894351,6420
2005-06-01,10.446893463460867,10.346200727366353,10.447934515839856,10.31036296200235,1117
2005-06-02,10.459770982997005,10.464553514975474,10.5516920427485,10.299095241563748,2868
2005-06-03,10.456048687208698,10.39962906922265,10.668700424514954,10.33056899008443,3097
2005-06-06,10.360110126443745,10.21070634711477,10.470758326811705,10.316751870922847,2813
2005-06-07,10.358784432671284,10.484299011508774,10.473525061529815,10.254818632137079,9734
2005-06-08,10.361795943168335,10.312028690825432,10.371393102138452,10.22487881934007,3374
2005-06-09,10.484958048792599,10.358144368295068,10.75842334104959,10.459338271920801,2526
2005-06-10,10.475340000553544,10.45851408710479,10.538594756605487,10.311967700510552,8087
2005-06-13,10.490417367670224,10.49725452426699,10.763660324711381,10.060990947677018,9793
2005-06-14,10.488681779184962,10.314035106627058,10.544867478574528,10.289020865469285,4614
2005-06-15,10.430247877303986,10.463412644016561,10.592045599149788,10.129770080966082,3149
2005-06-16,10.487389018029736,10.38267326116071,10.706301508952496,10.465951725073253,4301
2005-06-17,10.524985669664076,10.696088550583156,10.772283572100912,10.458385243774268,9579
2005-06-20,10.564537267016227,10.6169333182239,10.938565005580488,10.499224663843616,4680
2005-06-21,10.51906789427649,10.47907789526556,10.618908293931677,10.46245207955684,4282
2005-06-22,10.589207609823296,10.51469083279156,10.73290440685552,10.534965314767302,3696
2005-06-23,10.519115056683681,10.50861828592732,10.675808186348627,10.424921642726648,5151
2005-06-24,10.548457911373696,10.609736985532024,10.690111155305175,10.401464948223298,2305
